filepath,label,split,duration_s
data/processed/audio/drone/mixed_52-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/4-161099-B-474.wav,no_drone,train,0.95975
data/processed/audio/no_drone/1-4211-A-122.wav,no_drone,train,0.97525
data/processed/audio/drone/Membo_0_034-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_078-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_037-membo_003_.wav,drone,train,1.024
data/processed/audio/no_drone/3-141559-A-451.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_37-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/3-135650-A-452.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_membo_14-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_57-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/4-132816-A-263.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-244178-A-320.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-212736-A-170.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_64-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_24-bebop_004_.wav,drone,train,0.904
data/processed/audio/drone/B_S2_D1_101-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_001-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/5-184871-A-240.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-124795-A-283.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_1_031-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/4-181599-A-262.wav,no_drone,train,0.97525
data/processed/audio/drone/B_S2_D1_088-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_52-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/Membo_2_010-membo_004_.wav,drone,train,0.896
data/processed/audio/no_drone/3-146965-A-53.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-52323-A-240.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-251645-A-494.wav,no_drone,train,0.95975
data/processed/audio/drone/B_S2_D1_130-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_127-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_1-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/2-7321-A-331.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-186924-A-120.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-61221-A-171.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-216211-A-140.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-32579-A-291.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-197435-A-220.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_099-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_63-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/3-253084-A-24.wav,no_drone,train,0.95975
data/processed/audio/no_drone/3-154378-A-300.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_55-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/mixed_25-bebop_004_.wav,drone,train,0.904
data/processed/audio/no_drone/3-163288-A-11.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_18-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_034-membo_004_.wav,drone,train,0.896
data/processed/audio/drone/B_S2_D1_128-bebop_004_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_078-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/2-81731-A-104.wav,no_drone,train,0.95975
data/processed/audio/no_drone/3-134699-A-163.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_1_002-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/mixed_58-bebop_004_.wav,drone,train,0.904
data/processed/audio/drone/mixed_38-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/5-212050-A-271.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-27724-A-10.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-24074-A-434.wav,no_drone,train,0.95975
data/processed/audio/no_drone/2-108760-A-144.wav,no_drone,train,0.95975
data/processed/audio/drone/extra_membo_D2_2004.wav,drone,train,1.002625
data/processed/audio/drone/mixed_62-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/5-222041-A-90.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_8-membo_004_.wav,drone,train,0.904
data/processed/audio/no_drone/2-87412-A-241.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_57-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_4-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/extra_membo_D2_2007.wav,drone,train,1.002625
data/processed/audio/drone/B_S2_D1_118-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_006-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/4-165845-B-450.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-234247-A-370.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-97392-A-02.wav,no_drone,train,0.97525
data/processed/audio/drone/B_S2_D1_128-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/silence119.wav,no_drone,train,1.1145625
data/processed/audio/no_drone/3-143560-A-474.wav,no_drone,train,0.95975
data/processed/audio/drone/mixed_membo_35-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_078-bebop_003_.wav,drone,train,1.024
data/processed/audio/no_drone/2-119161-A-83.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-223127-A-143.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_14-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_39-membo_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_7-membo_002_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_080-bebop_003_.wav,drone,train,1.024
data/processed/audio/no_drone/silence216.wav,no_drone,train,1.1145625
data/processed/audio/no_drone/1-7973-A-7_1002.wav,no_drone,train,0.97525
data/processed/audio/no_drone/1-60997-A-201.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-198891-A-80.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_60-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/2-106014-A-442.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_membo_15-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_010-membo_004_.wav,drone,train,0.896
data/processed/audio/drone/mixed_41-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/mixed_45-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/2-37806-A-402.wav,no_drone,train,0.97525
data/processed/audio/no_drone/5-238938-A-270.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-79775-A-262.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_25-bebop_003_.wav,drone,train,1.024
data/processed/audio/no_drone/2-166644-A-20.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_29-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/5-218981-A-300.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_1_046-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_2-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/1-35687-A-384.wav,no_drone,train,0.95975
data/processed/audio/drone/mixed_membo_42-membo_001_.wav,drone,train,1.024
data/processed/audio/no_drone/2-118964-A-00.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_18-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_043-membo_001_.wav,drone,train,1.024
data/processed/audio/no_drone/3-157187-A-121.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-151242-A-373.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-167571-A-263.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-70366-A-331.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-188822-C-404.wav,no_drone,train,0.95975
data/processed/audio/drone/B_S2_D1_079-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_006-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_046-membo_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_32-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_11-membo_004_.wav,drone,train,0.904
data/processed/audio/drone/Membo_2_016-membo_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_15-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_61-bebop_004_.wav,drone,train,0.904
data/processed/audio/no_drone/3-68630-A-402.wav,no_drone,train,0.97525
data/processed/audio/no_drone/5-242932-A-262.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_membo_65-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_046-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_110-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/5-233312-A-281.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_50-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/5-253534-A-263.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-119120-C-483.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_15-membo_004_.wav,drone,train,0.904
data/processed/audio/drone/mixed_membo_53-membo_002_.wav,drone,train,1.024
data/processed/audio/no_drone/5-207836-C-291.wav,no_drone,train,1.0216875
data/processed/audio/drone/extra_membo_D2_2022.wav,drone,train,1.0026875
data/processed/audio/no_drone/3-147965-A-122.wav,no_drone,train,0.97525
data/processed/audio/no_drone/3-125548-A-321.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-148297-A-373.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_58-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_045-membo_002_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_029-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_25-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_113-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_083-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/3-158056-A-313.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-156999-E-193.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-103999-A-300.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_40-bebop_004_.wav,drone,train,0.904
data/processed/audio/no_drone/1-47819-A-50.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-126391-B-273.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-154405-B-270.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_39-membo_003_.wav,drone,train,1.024
data/processed/audio/no_drone/1-118559-A-170.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_122-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/1-27724-A-13.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_0_011-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/extra_membo_D2_2017.wav,drone,train,1.002625
data/processed/audio/no_drone/2-96063-A-373.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_129-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/3-141240-A-442.wav,no_drone,train,0.97525
data/processed/audio/no_drone/1-27165-A-353.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-209478-A-253.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-159346-B-362.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_membo_24-membo_002_.wav,drone,train,1.024
data/processed/audio/no_drone/4-156993-A-191.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_23-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_087-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/2-109371-A-162.wav,no_drone,train,0.97525
data/processed/audio/drone/Membo_0_009-membo_002_.wav,drone,train,1.024
data/processed/audio/no_drone/2-184077-A-490.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_32-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/3-188390-A-62.wav,no_drone,train,0.97525
data/processed/audio/no_drone/1-115545-C-481.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/1-58846-A-343.wav,no_drone,train,1.0216875
data/processed/audio/drone/Yuneec_Typhoon_H_Plus_26.wav,drone,train,5.0
data/processed/audio/drone/mixed_membo_21-membo_004_.wav,drone,train,0.904
data/processed/audio/drone/B_S2_D1_122-bebop_004_.wav,drone,train,0.896
data/processed/audio/no_drone/5-191131-A-400.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_091-bebop_004_.wav,drone,train,0.896
data/processed/audio/drone/mixed_membo_7-membo_004_.wav,drone,train,0.904
data/processed/audio/drone/mixed_34-bebop_003_.wav,drone,train,1.024
data/processed/audio/no_drone/4-154793-A-44.wav,no_drone,train,0.95975
data/processed/audio/no_drone/5-253534-A-260.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_26-membo_004_.wav,drone,train,0.904
data/processed/audio/no_drone/3-111102-B-460.wav,no_drone,train,1.0216875
data/processed/audio/drone/extra_membo_D2_2019.wav,drone,train,1.0026875
data/processed/audio/no_drone/3-110913-B-74.wav,no_drone,train,0.95975
data/processed/audio/drone/mixed_membo_9-membo_001_.wav,drone,train,1.024
data/processed/audio/no_drone/1-7057-A-120.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_108-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_081-bebop_004_.wav,drone,train,0.896
data/processed/audio/drone/B_S2_D1_131-bebop_000_.wav,drone,train,1.024
data/processed/audio/no_drone/4-175856-A-434.wav,no_drone,train,0.95975
data/processed/audio/drone/Membo_0_016-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_103-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_23-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/1-64398-B-413.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_24-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/1-18755-A-44.wav,no_drone,train,0.95975
data/processed/audio/drone/Syma_X8SW_87.wav,drone,train,10.0
data/processed/audio/no_drone/5-215445-A-473.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-103426-A-32.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_29-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_015-membo_001_.wav,drone,train,1.024
data/processed/audio/no_drone/4-188033-A-382.wav,no_drone,train,0.97525
data/processed/audio/no_drone/2-188822-D-400.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-32515-C-42.wav,no_drone,train,0.97525
data/processed/audio/no_drone/2-104105-A-193.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-202020-A-183.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_6-membo_002_.wav,drone,train,1.024
data/processed/audio/no_drone/4-186693-A-170.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_57-membo_003_.wav,drone,train,1.024
data/processed/audio/no_drone/3-136288-A-03.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-141681-B-364.wav,no_drone,train,0.95975
data/processed/audio/no_drone/2-70344-A-330.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-197103-A-60.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-125520-A-433.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-57191-A-464.wav,no_drone,train,0.95975
data/processed/audio/no_drone/3-143933-A-384.wav,no_drone,train,0.95975
data/processed/audio/no_drone/3-119120-C-482.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_13-bebop_004_.wav,drone,train,0.904
data/processed/audio/no_drone/3-111102-B-464.wav,no_drone,train,0.95975
data/processed/audio/no_drone/5-221950-A-220.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_0_013-membo_002_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_115-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/3-141684-A-214.wav,no_drone,train,0.95975
data/processed/audio/no_drone/2-209473-A-252.wav,no_drone,train,0.97525
data/processed/audio/drone/B_S2_D1_099-bebop_004_.wav,drone,train,0.896
data/processed/audio/drone/B_S2_D1_129-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/3-137152-A-10.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_50-membo_001_.wav,drone,train,1.024
data/processed/audio/no_drone/1-72695-A-264.wav,no_drone,train,0.95975
data/processed/audio/no_drone/1-18527-B-441.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-169907-A-291.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_0_011-membo_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_52-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_043-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/2-76408-C-221.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_0_007-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/2-103426-A-33.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_28-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/Membo_2_020-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_1-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/mixed_19-bebop_004_.wav,drone,train,0.904
data/processed/audio/drone/mixed_membo_37-membo_001_.wav,drone,train,1.024
data/processed/audio/no_drone/2-37806-B-403.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_56-bebop_004_.wav,drone,train,0.904
data/processed/audio/drone/B_S2_D1_091-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/mixed_30-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/1-68670-A-341.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-127890-B-90.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_124-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_000-membo_004_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_069-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/mixed_61-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/5-212059-A-361.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_104-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/2-60791-A-260.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_0_008-membo_001_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_083-bebop_004_.wav,drone,train,0.896
data/processed/audio/drone/extra_membo_D2_2015.wav,drone,train,1.002625
data/processed/audio/no_drone/1-17808-A-123.wav,no_drone,train,1.0216875
data/processed/audio/drone/extra_membo_D2_2031.wav,drone,train,1.002625
data/processed/audio/drone/mixed_57-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/mixed_58-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/3-151557-A-281.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_098-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/DJI_FPV_33.wav,drone,train,5.0
data/processed/audio/drone/Membo_0_016-membo_002_.wav,drone,train,1.024
data/processed/audio/no_drone/5-222894-A-320.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_074-bebop_001_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_51-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/1-67432-A-273.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-139748-A-152.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_59-bebop_003_.wav,drone,train,1.024
data/processed/audio/no_drone/1-172649-D-400.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-64963-A-154.wav,no_drone,train,0.95975
data/processed/audio/drone/mixed_membo_3-membo_000_.wav,drone,train,1.024
data/processed/audio/no_drone/4-163609-B-164.wav,no_drone,train,0.95975
data/processed/audio/no_drone/5-263490-A-251.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-187201-A-44.wav,no_drone,train,0.95975
data/processed/audio/drone/Membo_0_041-membo_000_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_041-membo_004_.wav,drone,train,0.896
data/processed/audio/no_drone/5-253094-C-491.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_29-membo_004_.wav,drone,train,0.904
data/processed/audio/no_drone/2-122763-B-293.wav,no_drone,train,1.0216875
data/processed/audio/drone/B_S2_D1_068-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/mixed_membo_56-membo_004_.wav,drone,train,0.904
data/processed/audio/no_drone/2-43802-A-424.wav,no_drone,train,0.95975
data/processed/audio/no_drone/4-198841-A-372.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_22-bebop_002_.wav,drone,train,1.024
data/processed/audio/no_drone/5-242711-A-91.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_33-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_095-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/mixed_6-bebop_004_.wav,drone,train,0.904
data/processed/audio/no_drone/4-210593-A-291.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/2-64963-A-150.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_55-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_033-membo_004_.wav,drone,train,0.896
data/processed/audio/drone/mixed_membo_59-membo_004_.wav,drone,train,0.904
data/processed/audio/no_drone/4-161579-A-404.wav,no_drone,train,0.95975
data/processed/audio/drone/B_S2_D1_093-bebop_000_.wav,drone,train,1.024
data/processed/audio/drone/Membo_1_030-membo_004_.wav,drone,train,0.896
data/processed/audio/no_drone/5-188796-A-454.wav,no_drone,train,0.95975
data/processed/audio/no_drone/1-30214-A-182.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_membo_43-membo_003_.wav,drone,train,1.024
data/processed/audio/no_drone/4-191327-A-381.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-186940-A-441.wav,no_drone,train,1.0216875
data/processed/audio/drone/Membo_2_014-membo_003_.wav,drone,train,1.024
data/processed/audio/no_drone/3-151080-A-201.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/4-170247-A-123.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/3-149042-A-243.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_66-bebop_003_.wav,drone,train,1.024
data/processed/audio/drone/Membo_0_002-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/Hover_X1_12.wav,drone,train,5.0
data/processed/audio/no_drone/4-253649-A-61.wav,no_drone,train,1.0216875
data/processed/audio/no_drone/5-260875-A-352.wav,no_drone,train,0.97525
data/processed/audio/drone/mixed_65-bebop_001_.wav,drone,train,1.024
data/processed/audio/no_drone/1-54752-A-183.wav,no_drone,train,1.0216875
data/processed/audio/drone/mixed_membo_49-membo_003_.wav,drone,train,1.024
data/processed/audio/drone/extra_membo_D2_2001.wav,drone,train,1.002625
data/processed/audio/drone/B_S2_D1_074-bebop_002_.wav,drone,train,1.024
data/processed/audio/drone/B_S2_D1_084-bebop_004_.wav,drone,train,0.896
data/processed/audio/drone/mixed_membo_60-membo_003_.wav,drone,train,1.024
