filepath,filename,dataset,label,label_source,split
data/processed/audio/drone/mixed_6-bebop_002_.wav,mixed_6-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_075-bebop_000_.wav,B_S2_D1_075-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-152007-E-204.wav,3-152007-E-204.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-166326-A-152.wav,3-166326-A-152.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_034-membo_001_.wav,Membo_0_034-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-47250-B-413.wav,1-47250-B-413.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_013-membo_001_.wav,Membo_0_013-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_64-bebop_000_.wav,mixed_64-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-154957-A-13.wav,3-154957-A-13.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-165791-B-450.wav,4-165791-B-450.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2009.wav,extra_membo_D2_2009.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_7-membo_001_.wav,mixed_membo_7-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-212728-A-340.wav,4-212728-A-340.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-34497-A-140.wav,1-34497-A-140.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-201170-A-460.wav,5-201170-A-460.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_116-bebop_003_.wav,B_S2_D1_116-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_50-bebop_001_.wav,mixed_50-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-175845-A-434.wav,4-175845-A-434.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_52-bebop_000_.wav,mixed_52-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-161099-B-474.wav,4-161099-B-474.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-4211-A-122.wav,1-4211-A-122.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_034-membo_000_.wav,Membo_0_034-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_078-bebop_001_.wav,B_S2_D1_078-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_037-membo_003_.wav,Membo_0_037-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-141559-A-451.wav,3-141559-A-451.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_37-bebop_001_.wav,mixed_37-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-135650-A-452.wav,3-135650-A-452.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_14-membo_003_.wav,mixed_membo_14-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_57-membo_000_.wav,mixed_membo_57-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-132816-A-263.wav,4-132816-A-263.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-244178-A-320.wav,5-244178-A-320.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-212736-A-170.wav,5-212736-A-170.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_64-bebop_002_.wav,mixed_64-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_24-bebop_004_.wav,mixed_24-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_101-bebop_001_.wav,B_S2_D1_101-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_1_001-membo_000_.wav,Membo_1_001-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-184871-A-240.wav,5-184871-A-240.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-124795-A-283.wav,3-124795-A-283.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_1_031-membo_000_.wav,Membo_1_031-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-181599-A-262.wav,4-181599-A-262.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_088-bebop_003_.wav,B_S2_D1_088-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_52-membo_003_.wav,mixed_membo_52-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_2_010-membo_004_.wav,Membo_2_010-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-146965-A-53.wav,3-146965-A-53.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-52323-A-240.wav,1-52323-A-240.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-251645-A-494.wav,4-251645-A-494.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_130-bebop_001_.wav,B_S2_D1_130-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_127-bebop_001_.wav,B_S2_D1_127-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_1-bebop_002_.wav,mixed_1-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-7321-A-331.wav,2-7321-A-331.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-186924-A-120.wav,5-186924-A-120.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-61221-A-171.wav,1-61221-A-171.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-216211-A-140.wav,4-216211-A-140.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-32579-A-291.wav,1-32579-A-291.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-197435-A-220.wav,3-197435-A-220.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_099-bebop_001_.wav,B_S2_D1_099-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_63-bebop_001_.wav,mixed_63-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-253084-A-24.wav,3-253084-A-24.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-154378-A-300.wav,3-154378-A-300.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_55-bebop_000_.wav,mixed_55-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_25-bebop_004_.wav,mixed_25-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-163288-A-11.wav,3-163288-A-11.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_18-membo_000_.wav,mixed_membo_18-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_034-membo_004_.wav,Membo_0_034-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_128-bebop_004_.wav,B_S2_D1_128-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_078-bebop_000_.wav,B_S2_D1_078-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-81731-A-104.wav,2-81731-A-104.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-134699-A-163.wav,3-134699-A-163.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_1_002-membo_003_.wav,Membo_1_002-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_58-bebop_004_.wav,mixed_58-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_38-bebop_001_.wav,mixed_38-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-212050-A-271.wav,5-212050-A-271.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-27724-A-10.wav,1-27724-A-10.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-24074-A-434.wav,1-24074-A-434.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-108760-A-144.wav,2-108760-A-144.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2004.wav,extra_membo_D2_2004.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_62-bebop_001_.wav,mixed_62-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-222041-A-90.wav,5-222041-A-90.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_8-membo_004_.wav,mixed_membo_8-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-87412-A-241.wav,2-87412-A-241.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_57-membo_001_.wav,mixed_membo_57-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_4-bebop_001_.wav,mixed_4-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2007.wav,extra_membo_D2_2007.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_118-bebop_002_.wav,B_S2_D1_118-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_006-membo_000_.wav,Membo_0_006-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-165845-B-450.wav,4-165845-B-450.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-234247-A-370.wav,5-234247-A-370.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-97392-A-02.wav,1-97392-A-02.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_128-bebop_002_.wav,B_S2_D1_128-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/silence119.wav,silence119.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-143560-A-474.wav,3-143560-A-474.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_35-membo_000_.wav,mixed_membo_35-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_078-bebop_003_.wav,B_S2_D1_078-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-119161-A-83.wav,2-119161-A-83.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-223127-A-143.wav,4-223127-A-143.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_14-membo_001_.wav,mixed_membo_14-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_39-membo_002_.wav,mixed_membo_39-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_7-membo_002_.wav,mixed_membo_7-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_080-bebop_003_.wav,B_S2_D1_080-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/silence216.wav,silence216.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-7973-A-7_1002.wav,1-7973-A-7_1002.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-60997-A-201.wav,1-60997-A-201.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-198891-A-80.wav,5-198891-A-80.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_60-bebop_000_.wav,mixed_60-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-106014-A-442.wav,2-106014-A-442.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_15-membo_000_.wav,mixed_membo_15-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_010-membo_004_.wav,Membo_0_010-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_41-bebop_000_.wav,mixed_41-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_45-bebop_000_.wav,mixed_45-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-37806-A-402.wav,2-37806-A-402.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-238938-A-270.wav,5-238938-A-270.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-79775-A-262.wav,2-79775-A-262.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_25-bebop_003_.wav,mixed_25-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-166644-A-20.wav,2-166644-A-20.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_29-bebop_002_.wav,mixed_29-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-218981-A-300.wav,5-218981-A-300.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_1_046-membo_001_.wav,Membo_1_046-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_2-bebop_001_.wav,mixed_2-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-35687-A-384.wav,1-35687-A-384.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_42-membo_001_.wav,mixed_membo_42-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-118964-A-00.wav,2-118964-A-00.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_18-bebop_000_.wav,mixed_18-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_1_043-membo_001_.wav,Membo_1_043-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-157187-A-121.wav,3-157187-A-121.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-151242-A-373.wav,4-151242-A-373.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-167571-A-263.wav,4-167571-A-263.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-70366-A-331.wav,2-70366-A-331.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-188822-C-404.wav,2-188822-C-404.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_079-bebop_003_.wav,B_S2_D1_079-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_006-membo_003_.wav,Membo_0_006-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_1_046-membo_002_.wav,Membo_1_046-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_32-membo_001_.wav,mixed_membo_32-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_11-membo_004_.wav,mixed_membo_11-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_2_016-membo_002_.wav,Membo_2_016-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_15-bebop_002_.wav,mixed_15-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_61-bebop_004_.wav,mixed_61-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-68630-A-402.wav,3-68630-A-402.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-242932-A-262.wav,5-242932-A-262.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_65-membo_003_.wav,mixed_membo_65-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_1_046-membo_000_.wav,Membo_1_046-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_110-bebop_002_.wav,B_S2_D1_110-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-233312-A-281.wav,5-233312-A-281.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_50-bebop_000_.wav,mixed_50-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-253534-A-263.wav,5-253534-A-263.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-119120-C-483.wav,3-119120-C-483.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_15-membo_004_.wav,mixed_membo_15-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_53-membo_002_.wav,mixed_membo_53-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-207836-C-291.wav,5-207836-C-291.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2022.wav,extra_membo_D2_2022.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-147965-A-122.wav,3-147965-A-122.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-125548-A-321.wav,3-125548-A-321.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-148297-A-373.wav,3-148297-A-373.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_58-bebop_000_.wav,mixed_58-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_1_045-membo_002_.wav,Membo_1_045-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_1_029-membo_003_.wav,Membo_1_029-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_25-membo_000_.wav,mixed_membo_25-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_113-bebop_001_.wav,B_S2_D1_113-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_083-bebop_002_.wav,B_S2_D1_083-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-158056-A-313.wav,3-158056-A-313.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-156999-E-193.wav,5-156999-E-193.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-103999-A-300.wav,1-103999-A-300.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_40-bebop_004_.wav,mixed_40-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-47819-A-50.wav,1-47819-A-50.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-126391-B-273.wav,3-126391-B-273.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-154405-B-270.wav,4-154405-B-270.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_39-membo_003_.wav,mixed_membo_39-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-118559-A-170.wav,1-118559-A-170.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_122-bebop_000_.wav,B_S2_D1_122-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-27724-A-13.wav,1-27724-A-13.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_011-membo_001_.wav,Membo_0_011-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2017.wav,extra_membo_D2_2017.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-96063-A-373.wav,2-96063-A-373.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_129-bebop_001_.wav,B_S2_D1_129-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-141240-A-442.wav,3-141240-A-442.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-27165-A-353.wav,1-27165-A-353.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-209478-A-253.wav,2-209478-A-253.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-159346-B-362.wav,3-159346-B-362.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_24-membo_002_.wav,mixed_membo_24-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-156993-A-191.wav,4-156993-A-191.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_23-bebop_000_.wav,mixed_23-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_087-bebop_000_.wav,B_S2_D1_087-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-109371-A-162.wav,2-109371-A-162.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_009-membo_002_.wav,Membo_0_009-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-184077-A-490.wav,2-184077-A-490.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_32-membo_000_.wav,mixed_membo_32-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-188390-A-62.wav,3-188390-A-62.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-115545-C-481.wav,1-115545-C-481.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-58846-A-343.wav,1-58846-A-343.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Yuneec_Typhoon_H_Plus_26.wav,Yuneec_Typhoon_H_Plus_26.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_21-membo_004_.wav,mixed_membo_21-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_122-bebop_004_.wav,B_S2_D1_122-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-191131-A-400.wav,5-191131-A-400.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_091-bebop_004_.wav,B_S2_D1_091-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_7-membo_004_.wav,mixed_membo_7-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_34-bebop_003_.wav,mixed_34-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-154793-A-44.wav,4-154793-A-44.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-253534-A-260.wav,5-253534-A-260.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_26-membo_004_.wav,mixed_membo_26-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-111102-B-460.wav,3-111102-B-460.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2019.wav,extra_membo_D2_2019.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-110913-B-74.wav,3-110913-B-74.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_9-membo_001_.wav,mixed_membo_9-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-7057-A-120.wav,1-7057-A-120.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_108-bebop_002_.wav,B_S2_D1_108-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_081-bebop_004_.wav,B_S2_D1_081-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_131-bebop_000_.wav,B_S2_D1_131-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-175856-A-434.wav,4-175856-A-434.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_016-membo_000_.wav,Membo_0_016-membo_000_.wav,uav_db,drone,folder_name,train
